place_name,description,state,view,from_date_1,to_date_1,from_date,to_date,price,original_price,price_str,rating,no_of_rates
Apartment in Highlands,NJ Shore/Waterview/Beach Escape/Sandy Hook,Arizona,149,5/18/2023,5/23/2023,5/18/2023,5/23/2023,215,215,$215 night$215 per night,4.9,82
Home in Ocean Gate,"Modern Beach Town Home, Heated Pool Hot & Tub",Arizona,262,4/18/2023,4/23/2023,4/18/2023,4/23/2023,490,490,$490 night$490 per night,4.9,48
Home in Atlantic Highlands,Renovated Modern Farmhouse Near Woods and Beach,Arizona,123,5/3/2023,5/8/2023,5/3/2023,5/8/2023,399,399,$399 night$399 per night,5,15
Home in Sea Bright,Wake up w/ OCEAN Views in SEABRIGHT!!!,Arizona,134,4/18/2023,4/24/2023,4/18/2023,4/24/2023,199,249,"$249 $199 night$199 per night, originally $249",4.9,26
Guesthouse in Seaside Park,Unique Spanish Villa (no loud parties),Arizona,270,4/23/2023,4/28/2023,4/23/2023,4/28/2023,199,199,$199 night$199 per night,4.9,462
Home in Long Branch,*HIDDEN GEM* Renovated Beach House-walk to beach,Arizona,200,6/10/2023,6/15/2023,6/10/2023,6/15/2023,600,600,$600 night$600 per night,5,8
Cottage in Ship Bottom,Adorable 2 Bedroom Bayfront Cottage,Arizona,137,4/24/2023,4/29/2023,4/24/2023,4/29/2023,241,241,$241 night$241 per night,4.8,9
Home in Spring Lake,Entire House in Spring Lake Heights,Arizona,120,5/13/2023,5/18/2023,5/13/2023,5/18/2023,173,173,$173 night$173 per night,4.9,63
Home in Manasquan,Manasquan Mermaid Manor LLC,Arizona,257,4/18/2023,4/23/2023,4/18/2023,4/23/2023,250,250,$250 night$250 per night,4.9,71
Place to stay in Lambertville,Quaint Cottage in Lambertville,Arizona,140,4/24/2023,4/29/2023,4/24/2023,4/29/2023,179,179,$179 night$179 per night,4.9,329
Home in Neptune City,Brand New Bradley Park Beach House!,Arizona,143,5/11/2023,5/18/2023,5/11/2023,5/18/2023,272,320,"$320 $272 night$272 per night, originally $320",4.8,6
Home in Surf City,"Cozy beach house, steps from the bay and ocean",Arizona,116,4/30/2023,5/5/2023,4/30/2023,5/5/2023,240,240,$240 night$240 per night,4.9,11
Home in Lambertville,"Charming Vintage House, Great Location w/Parking",Arizona,171,5/14/2023,5/19/2023,5/14/2023,5/19/2023,301,301,$301 night$301 per night,4.9,97
Townhouse in Seaside Heights,3BR 2BA One-Block Walk to Seaside Hgts Boardwalk,Arizona,165,4/29/2023,5/4/2023,4/29/2023,5/4/2023,225,225,$225 night$225 per night,4.8,110
Vacation home in Manasquan,Sunny Beach House with Ocean View,Arizona,123,8/1/2023,8/6/2023,8/1/2023,8/6/2023,704,704,$704 night$704 per night,4.9,15
Townhouse in Beach Haven,Loft Style 1 Bedroom In The Heart of Beach Haven!,Arizona,157,5/12/2023,5/17/2023,5/12/2023,5/17/2023,345,345,$345 night$345 per night,4.9,32
Home in Barnegat Light,2 Night Minimum LBI Barnegat Light NJ 2 BR 1 B,Arkansas,257,4/23/2023,4/30/2023,4/23/2023,4/30/2023,140,178,"$178 $140 night$140 per night, originally $178",4.9,205
Private room in Seaside Heights,Ortley Beach,Arkansas,234,5/7/2023,5/13/2023,5/7/2023,5/13/2023,52,52,$52 night$52 per night,4.8,321
Private room in Beachwood,"Almost ""down by the river side"" (green room)",Arkansas,134,4/28/2023,5/5/2023,4/28/2023,5/5/2023,68,68,$68 night$68 per night,4.9,181
Cottage in Lake Como,Sea Glass & Lavender Cottage,Arkansas,236,5/8/2023,5/14/2023,5/8/2023,5/14/2023,103,142,"$142 $103 night$103 per night, originally $142",4.9,70
Farm stay in Pemberton,Private Apartment. Welcome to the farm!,Arkansas,131,4/30/2023,5/5/2023,4/30/2023,5/5/2023,129,129,$129 night$129 per night,4.9,205
Home in Hammonton,Sweetwater House on the Mullica River,Arkansas,139,4/18/2023,4/23/2023,4/18/2023,4/23/2023,398,398,$398 night$398 per night,4.9,21
Home in Berlin,100% Private Fits 1 to 9 Guests,Arkansas,178,4/23/2023,4/28/2023,4/23/2023,4/28/2023,69,99,"$99 $69 night$69 per night, originally $99",4.8,41
Guesthouse in Lawrence Township,Adorable studio cottage near Princeton,Arkansas,156,4/29/2023,5/4/2023,4/29/2023,5/4/2023,116,116,$116 night$116 per night,4.8,93
Home in Berkeley Township,Sunsets that never quit!,Arkansas,309,4/23/2023,4/28/2023,4/23/2023,4/28/2023,195,250,"$250 $195 night$195 per night, originally $250",4.9,155
Cabin in Medford,Medford Lake! Pine Barrens Lakefront Beach Resort!,Arkansas,234,4/23/2023,4/28/2023,4/23/2023,4/28/2023,355,355,$355 night$355 per night,5,20
Home in Little Egg Harbor Township,Blue Lagoon Retreat w/ Dock & Water Toys!,Arkansas,124,4/23/2023,4/28/2023,4/23/2023,4/28/2023,159,179,"$179 $159 night$159 per night, originally $179",4.9,46
Condo in Hopewell,Private apartment in 1890’s chocolate factory.,Arkansas,153,5/7/2023,5/12/2023,5/7/2023,5/12/2023,175,175,$175 night$175 per night,4.8,82
Private room in Asbury Park,Large private bedroom in Asbury Park,Arkansas,216,4/23/2023,4/28/2023,4/23/2023,4/28/2023,60,60,$60 night$60 per night,4.9,61
Apartment in Langhorne,Glamorous Marilyn Monroe Suite in Bucks County,Arkansas,182,4/19/2023,4/24/2023,4/19/2023,4/24/2023,200,200,$200 night$200 per night,5,18
Vacation home in Asbury Park,Brand new vacation home near downtown,Arkansas,227,4/23/2023,4/28/2023,4/23/2023,4/28/2023,164,164,$164 night$164 per night,4.9,42
Private room in New Brunswick,Rm #3 Lg Private Rm by Rutgers+NYC + Jersey Shore,Arkansas,146,4/27/2023,5/2/2023,4/27/2023,5/2/2023,55,55,$55 night$55 per night,4.9,664
Bungalow in Lavallette,Ocean Beach III Shore Bungalow,Arkansas,113,4/18/2023,4/23/2023,4/18/2023,4/23/2023,150,200,"$200 $150 night$150 per night, originally $200",4.9,53
Home in Seaside Heights,Comfortable Trendy seaside home,Arkansas,701,4/23/2023,4/28/2023,4/23/2023,4/28/2023,120,120,$120 night$120 per night,5,14
Condo in Seaside Park,Cozy Seaside Park Condo,Arkansas,151,4/24/2023,4/30/2023,4/24/2023,4/30/2023,85,100,"$100 $85 night$85 per night, originally $100",4.9,29
Guesthouse in Seaside Park,Little Cottage Steps from the Beach,Arkansas,107,9/30/2023,10/5/2023,9/30/2023,10/5/2023,86,86,$86 night$86 per night,4.9,127
Home in Red Bank,Quiet 2 bedroom with resort setting,Arkansas,140,4/24/2023,4/29/2023,4/24/2023,4/29/2023,150,150,$150 night$150 per night,4.9,43
Guesthouse in Highlands,The Bungalow at Sandy Hook House,Arkansas,173,5/14/2023,5/21/2023,5/14/2023,5/21/2023,156,156,$156 night$156 per night,4.8,14
Home in Neptune Township,The Stockton - Victorian Ocean Grove near Asbury,Arkansas,237,4/27/2023,5/3/2023,4/27/2023,5/3/2023,163,163,$163 night$163 per night,4.9,272
Private room in Manasquan,The Sea Loft,Arkansas,321,5/29/2023,6/5/2023,5/29/2023,6/5/2023,133,148,"$148 $133 night$133 per night, originally $148",4.9,63
Home in Keansburg,Welcome to Paradise!!! The perfect beach cottage!,Arkansas,166,4/23/2023,4/28/2023,4/23/2023,4/28/2023,247,247,$247 night$247 per night,4.8,29
Apartment in Asbury Park,"Asbury Park Gem #3, Sleeps up to 4 in 1bd apt.!",Arkansas,235,5/15/2023,5/20/2023,5/15/2023,5/20/2023,154,154,$154 night$154 per night,4.9,81
Cottage in Middletown,Cozy Cottage Retreat on North Jersey Shore,Arkansas,104,4/25/2023,4/30/2023,4/25/2023,4/30/2023,149,149,$149 night$149 per night,4.9,90
Apartment in Wall Township,"Beautiful Apartment, near Marina & Beach in Belmar",Arkansas,124,4/20/2023,4/26/2023,4/20/2023,4/26/2023,154,154,$154 night$154 per night,4.8,43
Home in Princeton,Einstein Lounge in Downtown-2 BR w/Loft & Parking,Arkansas,106,4/29/2023,5/4/2023,4/29/2023,5/4/2023,265,265,$265 night$265 per night,4.9,142
Cottage in Lavallette,Cute Cottage,Arkansas,312,5/14/2023,5/19/2023,5/14/2023,5/19/2023,118,155,"$155 $118 night$118 per night, originally $155",4.9,91
Apartment in Point Pleasant Beach,Close to beach,Arkansas,125,5/6/2023,5/13/2023,5/6/2023,5/13/2023,144,144,$144 night$144 per night,4.8,309
Home in Atlantic Highlands,Renovated Modern Farmhouse Near Woods and Beach,Arkansas,123,5/3/2023,5/8/2023,5/3/2023,5/8/2023,399,399,$399 night$399 per night,5,15
Home in New Hope,Charming Victorian in the heart of New Hope,Arkansas,114,5/2/2023,5/7/2023,5/2/2023,5/7/2023,257,257,$257 night$257 per night,4.9,166
Condo in Seaside Heights,"FANTASTIC -2 BR, 2 Blocks to beach, pool, balcony",Arkansas,145,4/23/2023,4/28/2023,4/23/2023,4/28/2023,119,119,$119 night$119 per night,4.9,25
Home in Seaside Heights,Comfortable Trendy seaside home,Arkansas,701,4/23/2023,4/28/2023,4/23/2023,4/28/2023,120,120,$120 night$120 per night,5,14
Bungalow in Belmar,Belmar MelaMare ½ blk beach 2BR/1BA Sunday CheckIn,Arkansas,116,4/25/2023,4/30/2023,4/25/2023,4/30/2023,266,266,$266 night$266 per night,5,38
Home in Spring Lake,Entire House in Spring Lake Heights,Arkansas,120,5/13/2023,5/18/2023,5/13/2023,5/18/2023,173,173,$173 night$173 per night,4.9,63
Townhouse in Beach Haven,Loft Style 1 Bedroom In The Heart of Beach Haven!,Arkansas,157,5/12/2023,5/17/2023,5/12/2023,5/17/2023,345,345,$345 night$345 per night,4.9,32
Home in Long Branch,New house! 3 blocks to the beach!,Arkansas,600,5/21/2023,5/26/2023,5/21/2023,5/26/2023,420,420,$420 night$420 per night,5,19
Home in Lavallette,Shore Haven Walk to beach and bay,Arkansas,120,5/4/2023,5/9/2023,5/4/2023,5/9/2023,260,260,$260 night$260 per night,5,87
Home in Point Pleasant Beach,Walk To Beach From Stylish Home,Arkansas,541,4/23/2023,4/28/2023,4/23/2023,4/28/2023,263,343,"$343 $263 night$263 per night, originally $343",4.9,11
Condo in Seaside Heights,5-minute walk to beach! Seaside Heights 2 bedroom!,Arkansas,194,4/23/2023,4/28/2023,4/23/2023,4/28/2023,135,178,"$178 $135 night$135 per night, originally $178",4.9,36
Home in Atlantic Highlands,Renovated Modern Farmhouse Near Woods and Beach,Arkansas,123,5/3/2023,5/8/2023,5/3/2023,5/8/2023,399,399,$399 night$399 per night,5,15
Bungalow in Point Pleasant Beach,"Beach Bungalow w/WiFi, 40% off weekdays in April!",Arkansas,224,5/6/2023,5/11/2023,5/6/2023,5/11/2023,232,232,$232 night$232 per night,4.9,145
Home in Belmar,"Cheerful Home, 3B, 3B, 2 Blocks to the Ocean",Arkansas,268,5/7/2023,5/12/2023,5/7/2023,5/12/2023,250,300,"$300 $250 night$250 per night, originally $300",5,23
Home in Long Beach Township,Cabin by the Sea w/ parking in Beach Haven,Arkansas,173,4/23/2023,4/29/2023,4/23/2023,4/29/2023,258,258,$258 night$258 per night,4.9,55
Vacation home in Stafford Township,The Marsh Bungalow - a NEW Home 2 miles from LBI!,Arkansas,272,5/29/2023,6/3/2023,5/29/2023,6/3/2023,410,410,$410 night$410 per night,4.9,23
Home in Ocean Gate,The perfect place to escape,Arkansas,100,5/11/2023,5/17/2023,5/11/2023,5/17/2023,475,475,$475 night$475 per night,4.9,155
Condo in Beach Haven,Good Times & Tan Lines @ the Victoria Rose,Arkansas,133,4/18/2023,4/23/2023,4/18/2023,4/23/2023,199,199,$199 night$199 per night,4.8,22
Bungalow in Belmar,Belmar MelaMare ½ blk beach 2BR/1BA Sunday CheckIn,Arkansas,116,4/25/2023,4/30/2023,4/25/2023,4/30/2023,266,266,$266 night$266 per night,5,38
Apartment in Seaside Heights,Ocean View Beach Block Retreat (1305-2),Arkansas,126,4/19/2023,4/25/2023,4/19/2023,4/25/2023,205,205,$205 night$205 per night,4.9,75
Home in Asbury Park,Stunning Beach Retreat - Entire Home,Arkansas,122,9/13/2023,9/18/2023,9/13/2023,9/18/2023,NA,NA,"$1,370 night$1,370 per night",5,17
Vacation home in Seaside Heights,Oceanview Beachfront Sleeps 12 w/ Hot Tub,Arkansas,357,4/18/2023,4/23/2023,4/18/2023,4/23/2023,535,599,"$599 $535 night$535 per night, originally $599",4.9,22
Townhouse in Seaside Heights,3BR 2BA One-Block Walk to Seaside Hgts Boardwalk,Arkansas,165,4/29/2023,5/4/2023,4/29/2023,5/4/2023,225,225,$225 night$225 per night,4.8,110
Place to stay in Lambertville,Quaint Cottage in Lambertville,Arkansas,140,4/24/2023,4/29/2023,4/24/2023,4/29/2023,179,179,$179 night$179 per night,4.9,329
Vacation home in Seaside Park,"Amazing 4 bedroom stay, 4 houses from the beach!",Arkansas,189,4/23/2023,4/28/2023,4/23/2023,4/28/2023,200,275,"$275 $200 night$200 per night, originally $275",4.9,10
Home in Stafford Township,"5 Bedroom Water Front Home, Minutes from LBI!",Arkansas,105,5/8/2023,5/15/2023,5/8/2023,5/15/2023,559,559,$559 night$559 per night,4.9,30
Private room in Seaside Heights,Ortley Beach,California,234,5/7/2023,5/13/2023,5/7/2023,5/13/2023,52,52,$52 night$52 per night,4.8,321
Home in Berlin,100% Private Fits 1 to 9 Guests,California,178,4/23/2023,4/28/2023,4/23/2023,4/28/2023,69,99,"$99 $69 night$69 per night, originally $99",4.8,41
Private room in Beachwood,"Almost ""down by the river side"" (green room)",California,134,4/28/2023,5/5/2023,4/28/2023,5/5/2023,68,68,$68 night$68 per night,4.9,181
Home in Barnegat Light,2 Night Minimum LBI Barnegat Light NJ 2 BR 1 B,California,257,4/23/2023,4/30/2023,4/23/2023,4/30/2023,140,178,"$178 $140 night$140 per night, originally $178",4.9,205
Cottage in Lake Como,Sea Glass & Lavender Cottage,California,236,5/8/2023,5/14/2023,5/8/2023,5/14/2023,103,142,"$142 $103 night$103 per night, originally $142",4.9,70
Guesthouse in Lawrence Township,Adorable studio cottage near Princeton,California,156,4/29/2023,5/4/2023,4/29/2023,5/4/2023,116,116,$116 night$116 per night,4.8,93
Farm stay in Pemberton,Private Apartment. Welcome to the farm!,California,131,4/30/2023,5/5/2023,4/30/2023,5/5/2023,129,129,$129 night$129 per night,4.9,205
Apartment in Langhorne,Glamorous Marilyn Monroe Suite in Bucks County,California,182,4/19/2023,4/24/2023,4/19/2023,4/24/2023,200,200,$200 night$200 per night,5,18
Private room in Asbury Park,Large private bedroom in Asbury Park,California,216,4/23/2023,4/28/2023,4/23/2023,4/28/2023,60,60,$60 night$60 per night,4.9,61
Private room in New Brunswick,Rm #3 Lg Private Rm by Rutgers+NYC + Jersey Shore,California,146,4/27/2023,5/2/2023,4/27/2023,5/2/2023,55,55,$55 night$55 per night,4.9,664
Private room in Manasquan,The Sea Loft,California,321,5/29/2023,6/5/2023,5/29/2023,6/5/2023,133,148,"$148 $133 night$133 per night, originally $148",4.9,63
Home in Monroe Township,Experience the perfect blend of nature & comfort!,California,108,5/13/2023,5/18/2023,5/13/2023,5/18/2023,117,117,$117 night$117 per night,4.9,68
Condo in Hopewell,Private apartment in 1890’s chocolate factory.,California,153,5/7/2023,5/12/2023,5/7/2023,5/12/2023,175,175,$175 night$175 per night,4.8,82
Home in Little Egg Harbor Township,Blue Lagoon Retreat w/ Dock & Water Toys!,California,124,4/23/2023,4/28/2023,4/23/2023,4/28/2023,159,179,"$179 $159 night$159 per night, originally $179",4.9,46
Private room in Red Bank,Red Bank ~ a cool little town at the Jersey Shore,California,151,6/7/2023,6/12/2023,6/7/2023,6/12/2023,95,95,$95 night$95 per night,4.9,242
Home in Red Bank,Quiet 2 bedroom with resort setting,California,140,4/24/2023,4/29/2023,4/24/2023,4/29/2023,150,150,$150 night$150 per night,4.9,43
Home in Neptune Township,The Stockton - Victorian Ocean Grove near Asbury,California,237,4/27/2023,5/3/2023,4/27/2023,5/3/2023,163,163,$163 night$163 per night,4.9,272
Cabin in Medford,Medford Lake! Pine Barrens Lakefront Beach Resort!,California,234,4/23/2023,4/28/2023,4/23/2023,4/28/2023,355,355,$355 night$355 per night,5,20
Home in Berkeley Township,Private NJ Shore Bay Get Away!,California,149,5/19/2023,5/24/2023,5/19/2023,5/24/2023,617,617,$617 CAD night$617 CAD per night,4.9,14
Home in Keansburg,Beach House with semi-private Beach access.,California,177,NA,NA,NA,NA,429,429,$429 CAD night$429 CAD per night,4.9,41
Home in Long Branch,New house! 3 blocks to the beach!,California,600,5/21/2023,5/26/2023,5/21/2023,5/26/2023,790,790,$790 CAD night$790 CAD per night,5,19
Apartment in Neptune Township,Two Bedroom || 2.5 Blocks To The Beach,California,178,NA,NA,NA,NA,306,306,$306 CAD night$306 CAD per night,4.8,146
Home in Hammonton,Sweetwater House on the Mullica River,California,139,NA,NA,NA,NA,734,734,$734 CAD night$734 CAD per night,4.9,21
Apartment in Point Pleasant Beach,"Walk to beach, clean & comfortable",California,103,5/20/2023,5/25/2023,5/20/2023,5/25/2023,371,185.5,"$371 CAD $338 CAD night$338 CAD per night, originally $371 CAD",4.9,286
Condo in Seaside Heights,Bayside bungalow just a few blocks from the beach,California,128,NA,NA,NA,NA,293,293,$293 CAD night$293 CAD per night,4.9,71
Home in Atlantic Highlands,Renovated Modern Farmhouse Near Woods and Beach,California,123,5/3/2023,5/8/2023,5/3/2023,5/8/2023,722,722,$722 CAD night$722 CAD per night,5,15
Condo in Beach Haven,Good Times & Tan Lines @ the Victoria Rose,California,133,NA,NA,NA,NA,436,436,$436 CAD night$436 CAD per night,4.8,22
Apartment in Seaside Heights,"Ocean Block apartment unit B,steps away from beach",California,189,NA,5/5/2023,NA,5/5/2023,253,253,$253 CAD night$253 CAD per night,4.8,27
Home in Ocean Township,House on the Lagoon,California,103,NA,NA,NA,NA,782,782,$782 CAD night$782 CAD per night,5,33
Bungalow in Belmar,Belmar MelaMare ½ blk beach 2BR/1BA Sunday CheckIn,California,116,NA,NA,NA,NA,447,447,$447 CAD night$447 CAD per night,5,38
Home in Lavallette,Shore Haven Walk to beach and bay,California,120,5/4/2023,5/9/2023,5/4/2023,5/9/2023,466,466,$466 CAD night$466 CAD per night,5,87
Home in Allentown,Hidden Pond Farm Estates featuring a huge pool,California,202,NA,NA,NA,NA,NA,NA,"$1,083 CAD night$1,083 CAD per night",4.9,144
Home in Ocean Gate,The perfect place to escape,California,100,5/11/2023,5/17/2023,5/11/2023,5/17/2023,475,475,$475 night$475 per night,4.9,155
Home in Princeton,Einstein Lounge in Downtown-2 BR w/Loft & Parking,California,106,4/29/2023,5/4/2023,4/29/2023,5/4/2023,265,265,$265 night$265 per night,4.9,142
Home in New Hope,Charming Victorian in the heart of New Hope,California,114,5/2/2023,5/7/2023,5/2/2023,5/7/2023,257,257,$257 night$257 per night,4.9,166
Home in Long Beach Township,Cabin by the Sea w/ parking in Beach Haven,California,173,4/23/2023,4/29/2023,4/23/2023,4/29/2023,258,258,$258 night$258 per night,4.9,55
Home in Seaside Heights,Steps Away from Seaside Heights Boardwalk!,California,281,4/23/2023,4/28/2023,4/23/2023,4/28/2023,140,140,$140 night$140 per night,4.8,111
Home in Allentown,Hidden Pond Farm Estates featuring a huge pool,California,202,4/20/2023,4/25/2023,4/20/2023,4/25/2023,624,624,$624 night$624 per night,4.9,144
Apartment in Highlands,NJ Shore/Waterview/Beach Escape/Sandy Hook,California,149,5/18/2023,5/23/2023,5/18/2023,5/23/2023,215,215,$215 night$215 per night,4.9,82
Apartment in Asbury Park,"Peewees Beach House - 2 bedroom, 1 Bathroom",California,105,4/21/2023,4/27/2023,4/21/2023,4/27/2023,195,195,$195 night$195 per night,5,26
Home in Belmar,"Cheerful Home, 3B, 3B, 2 Blocks to the Ocean",California,268,5/7/2023,5/12/2023,5/7/2023,5/12/2023,250,300,"$300 $250 night$250 per night, originally $300",5,23
Home in Stafford Township,The Mullet House-Business in front…party in back !,California,151,4/21/2023,4/26/2023,4/21/2023,4/26/2023,300,300,$300 night$300 per night,5,18
Home in Sea Bright,Wake up w/ OCEAN Views in SEABRIGHT!!!,California,134,4/18/2023,4/24/2023,4/18/2023,4/24/2023,199,249,"$249 $199 night$199 per night, originally $249",4.9,26
Vacation home in Stafford Township,The Marsh Bungalow - a NEW Home 2 miles from LBI!,California,272,5/29/2023,6/3/2023,5/29/2023,6/3/2023,410,410,$410 night$410 per night,4.9,23
Cottage in Seaside Heights,"Cute cottage 300 ft to beach, off-street parking",California,222,4/18/2023,4/23/2023,4/18/2023,4/23/2023,255,255,$255 night$255 per night,4.9,12
Vacation home in Seaside Park,"Amazing 4 bedroom stay, 4 houses from the beach!",California,189,4/23/2023,4/28/2023,4/23/2023,4/28/2023,200,275,"$275 $200 night$200 per night, originally $275",4.9,10
Cottage in Ship Bottom,Adorable 2 Bedroom Bayfront Cottage,California,137,4/24/2023,4/29/2023,4/24/2023,4/29/2023,241,241,$241 night$241 per night,4.8,9
Vacation home in Seaside Heights,Oceanview Beachfront Sleeps 12 w/ Hot Tub,California,357,4/18/2023,4/23/2023,4/18/2023,4/23/2023,535,599,"$599 $535 night$535 per night, originally $599",4.9,22
Home in Asbury Park,Stunning Beach Retreat - Entire Home,California,122,9/13/2023,9/18/2023,9/13/2023,9/18/2023,NA,NA,"$1,370 night$1,370 per night",5,17
